year,continent,ccode,name,electricandheat,manufacturingandconstructing,transportation,fuelcombustion,fugitive,totalCO2
2002,Africa,STP,Sao Tome & Principe,,,,,0.00,0.00
2002,Africa,SEN,Senegal,1.52,0.73,1.27,0.42,0.00,3.94
2002,Africa,SYC,Seychelles,,,,,0.00,0.00
2002,Africa,SLE,Sierra Leone,,,,,0.00,0.00
2002,Africa,ZAF,South Africa,180.68,57.32,36.41,19.34,0.31,294.06
2002,Africa,SWZ,Swaziland,,,,,0.00,0.00
2002,Africa,TZA,Tanzania,0.12,0.44,2.17,0.45,0.00,3.18
2002,Africa,TGO,Togo,0.05,0.24,0.47,0.12,0.00,0.88
2002,Africa,TUN,Tunisia,6.89,4.01,4.19,3.68,0.51,19.28
2002,Africa,UGA,Uganda,,,,,0.00,0.00
2002,Africa,ZMB,Zambia,0.10,0.79,0.78,0.18,0.00,1.85
2002,Africa,ZWE,Zimbabwe,6.22,2.28,1.65,1.90,0.00,12.05
2002,Asia,AFG,Afghanistan,,,,,0.00,0.00
2002,Asia,BHR,Bahrain,15.10,2.12,1.77,0.19,0.00,19.18
2002,Asia,BGD,Bangladesh,11.45,8.70,3.82,6.18,0.00,30.15
2002,Asia,BTN,Bhutan,,,,,0.00,0.00
2002,Asia,BRN,Brunei,3.31,0.13,0.87,0.06,0.00,4.37
2002,Asia,KHM,Cambodia,0.58,0.08,1.32,0.21,0.00,2.19
2002,Asia,CHN,China,1823.68,1144.12,292.23,345.36,0.00,3605.39
2002,Asia,IND,India,579.23,231.62,96.73,118.28,1.35,1027.21
2002,Asia,IDN,Indonesia,108.20,76.70,70.55,41.79,7.96,305.20
2002,Asia,IRN,Iran,102.15,50.20,85.68,108.02,15.06,361.11
2002,Asia,IRQ,Iraq,28.89,10.68,28.56,8.87,1.73,78.73
2002,Asia,ISR,Israel,39.57,1.85,9.78,7.72,0.00,58.92
2002,Asia,JPN,Japan,488.91,255.78,253.05,195.32,0.00,1193.06
2002,Asia,JOR,Jordan,6.68,2.11,3.73,2.58,0.00,15.10
2002,Asia,KAZ,Kazakhstan,84.28,22.30,9.03,4.03,1.27,120.91
2002,Asia,PRK,"Korea, Dem. Rep. (North)",11.29,41.90,1.56,12.94,0.00,67.69
2002,Asia,KOR,"Korea, Rep. (South)",188.20,100.22,86.07,71.63,0.00,446.12
2002,Asia,KWT,Kuwait,38.49,10.06,6.45,0.35,1.27,56.62
2002,Asia,KGZ,Kyrgyzstan,1.61,1.47,0.77,0.84,0.00,4.69
2002,Asia,LAO,Laos,,,,,0.00,0.00
2002,Asia,LBN,Lebanon,8.52,1.37,3.71,1.67,0.00,15.27
2002,Asia,MWI,Malawi,,,,,0.00,0.00
2002,Asia,MYS,Malaysia,57.32,33.10,34.38,4.53,2.65,131.98
2002,Asia,MDV,Maldives,,,,,0.00,0.00
2002,Asia,MNG,Mongolia,6.85,0.65,1.03,0.87,0.00,9.40
2002,Asia,MMR,Myanmar,2.69,1.52,3.44,0.50,0.18,8.33
2002,Asia,NPL,Nepal,0.00,0.63,0.78,1.23,0.00,2.64
2002,Asia,OMN,Oman,14.95,5.05,2.78,1.80,1.64,26.22
2002,Asia,PAK,Pakistan,35.08,28.69,26.96,12.06,0.00,102.79
2002,Asia,PHL,Philippines,24.35,8.63,26.55,6.54,0.54,66.61
2002,Asia,QAT,Qatar,15.95,10.26,2.87,0.14,0.55,29.77
2002,Asia,RUS,Russian Federation,920.53,197.76,196.92,172.01,8.77,1495.99
2002,Asia,SAU,Saudi Arabia,125.27,62.46,65.74,3.45,0.42,257.34
2002,Asia,SGP,Singapore,31.85,6.98,5.23,0.68,0.00,44.74
2002,Asia,LKA,Sri Lanka,3.48,0.88,5.26,1.25,0.00,10.87
2002,Asia,SDN,Sudan,2.13,0.83,3.87,0.94,0.00,7.77
2002,Asia,SYR,Syria,18.68,7.46,8.64,7.47,0.46,42.71
2002,Asia,TJK,Tajikistan,0.46,0.00,0.12,1.49,0.00,2.07
2002,Asia,THA,Thailand,69.18,47.49,47.43,13.87,0.00,177.97
2002,Asia,TUR,Turkey,70.45,53.91,35.12,32.77,0.01,192.26
2002,Asia,TKM,Turkmenistan,15.71,2.17,5.76,15.88,0.00,39.52
2002,Asia,ARE,United Arab Emirates,37.73,39.81,18.58,0.12,0.86,97.10
2002,Asia,UZB,Uzbekistan,43.12,21.91,10.23,48.92,0.00,124.18
2002,Asia,VNM,Vietnam,15.39,18.55,13.70,9.29,0.63,57.56
2002,Asia,YEM,Yemen,4.44,1.48,4.20,4.29,0.00,14.41
2002,Europe,ALB,Albania,0.30,0.46,1.75,1.16,0.00,3.67
2002,Europe,ARM,Armenia,0.91,0.79,0.54,0.64,0.00,2.88
2002,Europe,AUT,Austria,21.46,10.96,21.78,13.16,0.00,67.36
2002,Europe,AZE,Azerbaijan,13.92,4.00,2.95,5.56,12.17,38.60
2002,Europe,BLR,Belarus,33.90,11.62,6.56,6.93,0.00,59.01
2002,Europe,BEL,Belgium,28.82,30.72,25.00,28.00,0.00,112.54
2002,Europe,BIH,Bosnia & Herzegovina,9.38,1.49,2.02,1.10,0.00,13.99
2002,Europe,BGR,Bulgaria,26.13,7.97,5.77,2.36,0.00,42.23
2002,Europe,HRV,Croatia,7.56,3.52,4.80,3.67,0.00,19.55
2002,Europe,CYP,Cyprus,2.98,1.32,1.76,0.25,0.00,6.31
2002,Europe,CZE,Czech Republic,67.88,22.49,13.37,14.64,0.00,118.38
2002,Europe,DNK,Denmark,27.96,5.21,12.14,6.74,0.46,52.51
2002,Europe,EST,Estonia,10.84,1.00,2.06,0.71,0.00,14.61
2002,Europe,FIN,Finland,33.20,11.30,11.96,6.53,0.00,62.99
2002,Europe,FRA,France,64.98,81.77,133.39,98.11,0.00,378.25
2002,Europe,GEO,Georgia,0.75,0.38,1.20,0.57,0.00,2.90
2002,Europe,DEU,Germany,370.17,120.31,165.55,174.71,2.46,833.20
2002,Europe,GRC,Greece,47.50,10.28,19.90,12.18,0.00,89.86
2002,Europe,HUN,Hungary,22.44,7.01,9.92,15.49,0.03,54.89
2002,Europe,ISL,Iceland,0.01,0.81,0.63,0.74,0.00,2.19
2002,Europe,IRL,Ireland,16.21,5.63,10.91,9.80,0.00,42.55
2002,Europe,ITA,Italy,157.96,79.57,119.93,77.53,0.00,434.99
2002,Europe,JAM,Jamaica,5.60,1.92,2.05,0.34,0.00,9.91
2002,Europe,LVA,Latvia,2.47,1.05,2.60,1.10,0.00,7.22
2002,Europe,LTU,Lithuania,5.41,2.16,3.45,1.04,0.00,12.06
2002,Europe,LUX,Luxembourg,1.16,1.18,5.25,1.69,0.00,9.28
2002,Europe,MKD,"Macedonia, FYR",5.71,0.86,0.99,0.47,0.00,8.03
2002,Europe,MLT,Malta,1.92,0.00,0.28,0.09,0.00,2.29
2002,Europe,MDA,Moldova,4.00,0.52,0.71,1.70,0.00,6.93
2002,Europe,MNE,Montenegro,,,,,,0.00
2002,Europe,NLD,Netherlands,71.81,36.03,33.26,37.33,0.10,178.53
2002,Europe,NOR,Norway,10.90,7.04,12.13,4.10,1.10,35.27
2002,Europe,POL,Poland,164.63,42.20,25.92,46.67,0.00,279.42
2002,Europe,PRT,Portugal,26.76,11.69,18.38,5.94,0.00,62.77
2002,Europe,ROU,Romania,49.14,22.16,11.75,8.16,0.00,91.21
2002,Europe,SRB,Serbia,32.55,6.86,4.44,4.34,,48.19
2002,Europe,SVK,Slovakia,14.63,10.51,6.09,6.75,0.02,38.00
2002,Europe,SVN,Slovenia,6.35,2.06,3.76,2.93,0.00,15.10
2002,Europe,ESP,Spain,117.31,57.81,95.69,30.90,0.00,301.71
2002,Europe,SWE,Sweden,11.55,13.85,21.45,7.13,0.00,53.98
2002,Europe,CHE,Switzerland,3.49,5.85,16.14,17.00,0.00,42.48
2002,Europe,UKR,Ukraine,134.20,88.57,29.43,46.74,0.00,298.94
2002,Europe,GBR,United Kingdom,227.02,68.15,122.33,104.59,3.05,525.14
2002,North America,ATG,Antigua & Barbuda,,,,,0.00,0.00
2002,North America,BHS,"Bahamas, The",,,,,0.00,0.00
2002,North America,BRB,Barbados,,,,,0.00,0.00
2002,North America,BLZ,Belize,,,,,0.00,0.00
2002,North America,CAN,Canada,193.51,88.75,149.28,95.14,3.87,530.55
2002,North America,CRI,Costa Rica,0.18,0.73,3.47,0.59,0.00,4.97
2002,North America,DMA,Dominica,,,,,0.00,0.00
2002,North America,DOM,Dominican Republic,8.57,1.51,5.74,1.70,0.00,17.52
2002,North America,GRD,Grenada,,,,,0.00,0.00
2002,North America,GTM,Guatemala,3.00,1.13,4.33,1.06,0.00,9.52
2002,North America,HTI,Haiti,0.22,0.45,0.81,0.24,0.00,1.72
2002,North America,HND,Honduras,1.46,0.72,2.23,1.14,0.00,5.55
2002,North America,MEX,Mexico,158.33,56.93,109.27,32.17,6.05,362.75
2002,North America,NIC,Nicaragua,1.56,0.53,1.51,0.21,0.00,3.81
2002,North America,PAN,Panama,1.59,0.76,2.34,0.48,0.00,5.17
2002,North America,KNA,Saint Kitts & Nevis,,,,,0.00,0.00
2002,North America,LCA,Saint Lucia,,,,,0.00,0.00
2002,North America,VCT,Saint Vincent & Grenadines,,,,,0.00,0.00
2002,North America,TTO,Trinidad & Tobago,7.97,12.49,1.67,0.52,3.45,26.10
2002,North America,USA,United States,2638.04,613.77,1724.55,628.86,5.55,5610.77
2002,Oceania,AUS,Australia,214.79,40.33,75.36,16.06,0.43,346.97
2002,Oceania,COK,Cook Islands,,,,,0.00,0.00
2002,Oceania,GNQ,Equatorial Guinea,,,,,1.27,1.27
2002,Oceania,FJI,Fiji,,,,,0.00,0.00
2002,Oceania,GIN,Guinea,,,,,0.00,0.00
2002,Oceania,GNB,Guinea-Bissau,,,,,0.00,0.00
2002,Oceania,NRU,Nauru,,,,,0.00,0.00
2002,Oceania,NZL,New Zealand,8.58,8.72,12.50,3.07,0.08,32.95
2002,Oceania,NIU,Niue,,,,,0.00,0.00
2002,Oceania,PLW,Palau,,,,,,0.00
2002,Oceania,PNG,Papua New Guinea,,,,,0.00,0.00
2002,Oceania,WSM,Samoa,,,,,0.00,0.00
2002,Oceania,SLB,Solomon Islands,,,,,0.00,0.00
2002,Oceania,TON,Tonga,,,,,0.00,0.00
2002,Oceania,VUT,Vanuatu,,,,,0.00,0.00
2002,South America,ARG,Argentina,36.62,29.43,33.75,24.56,1.54,125.90
2002,South America,BOL,Bolivia,1.96,0.94,2.89,1.53,0.45,7.77
2002,South America,BRA,Brazil,50.26,93.45,128.58,36.37,3.87,312.53
2002,South America,CHL,Chile,15.74,14.34,16.41,4.63,0.18,51.30
2002,South America,COL,Colombia,13.46,20.37,17.11,6.28,0.81,58.03
2002,South America,CUB,Cuba,12.75,8.11,2.10,2.46,0.18,25.60
2002,South America,ECU,Ecuador,4.80,4.57,8.89,2.63,1.81,22.70
2002,South America,SLV,El Salvador,1.51,1.21,2.44,0.40,0.00,5.56
2002,South America,GUY,Guyana,,,,,0.00,0.00
2002,South America,PRY,Paraguay,0.00,0.24,3.13,0.18,0.00,3.55
2002,South America,PER,Peru,4.86,7.64,8.83,4.43,0.27,26.03
2002,South America,SUR,Suriname,,,,,0.00,0.00
2002,South America,URY,Uruguay,0.26,0.69,2.18,1.11,0.00,4.24
2002,South America,VEN,Venezuela,52.38,34.90,35.40,6.50,8.99,138.17
2003,Africa,DZA,Algeria,32.48,9.34,21.55,10.60,7.84,81.81
2003,Africa,AGO,Angola,1.24,2.48,2.73,1.24,10.65,18.34
2003,Africa,BEN,Benin,0.06,0.14,1.35,0.70,0.00,2.25
2003,Africa,BWA,Botswana,1.34,0.89,1.33,0.19,0.00,3.75
2003,Africa,BFA,Burkina Faso,,,,,0.00,0.00
2003,Africa,BDI,Burundi,,,,,0.00,0.00
2003,Africa,CMR,Cameroon,0.11,0.22,2.08,0.57,2.75,5.73
2003,Africa,CPV,Cape Verde,,,,,0.00,0.00
2003,Africa,CAF,Central African Republic,,,,,0.00,0.00
2003,Africa,TCD,Chad,,,,,0.00,0.00
2003,Africa,COM,Comoros,,,,,0.00,0.00
2003,Africa,COG,"Congo, Dem. Rep.",0.01,0.10,0.81,0.01,0.00,0.93
2003,Africa,COD,"Congo, Rep.",0.03,0.07,0.55,0.08,2.18,2.91
2003,Africa,CIV,Cote d'Ivoire,2.18,0.55,1.03,1.39,0.00,5.15
2003,Africa,DJI,Djibouti,,,,,0.00,0.00
2003,Africa,EGY,Egypt,46.68,33.28,30.33,11.52,1.55,123.36
2003,Africa,ERI,Eritrea,0.26,0.04,0.27,0.08,0.00,0.65
2003,Africa,ETH,Ethiopia,0.01,1.03,2.14,1.43,0.00,4.61
2003,Africa,GAB,Gabon,0.50,0.36,0.35,0.18,2.91,4.30
2003,Africa,GMB,"Gambia, The",,,,,0.00,0.00
2003,Africa,GHA,Ghana,1.76,0.95,3.11,0.67,0.00,6.49
2003,Africa,KEN,Kenya,0.94,1.73,2.43,0.78,0.00,5.88
2003,Africa,KIR,Kiribati,,,,,0.00,0.00
2003,Africa,LSO,Lesotho,,,,,0.00,0.00
2003,Africa,LBR,Liberia,,,,,0.00,0.00
2003,Africa,LBY,Libya,23.90,5.62,11.76,2.56,1.37,45.21
2003,Africa,MDG,Madagascar,,,,,0.00,0.00
2003,Africa,MLI,Mali,,,,,0.00,0.00
2003,Africa,MRT,Mauritania,,,,,0.00,0.00
2003,Africa,MUS,Mauritius,1.36,0.38,0.80,0.17,0.00,2.71
2003,Africa,MAR,Morocco,14.30,4.06,9.27,5.33,0.00,32.96
2003,Africa,MOZ,Mozambique,0.03,0.32,1.11,0.20,0.00,1.66
2003,Africa,NAM,Namibia,0.02,0.23,1.23,0.74,0.00,2.22
2003,Africa,NER,Niger,,,,,0.00,0.00
2003,Africa,NGA,Nigeria,13.18,9.45,28.80,4.19,33.68,89.30
2003,Africa,RWA,Rwanda,,,,,0.00,0.00
2003,Africa,STP,Sao Tome & Principe,,,,,0.00,0.00
2003,Africa,SEN,Senegal,1.39,0.59,1.39,0.46,0.00,3.83
2003,Africa,SYC,Seychelles,,,,,0.00,0.00
2003,Africa,SLE,Sierra Leone,,,,,0.00,0.00
2003,Africa,ZAF,South Africa,199.79,60.37,38.58,21.14,0.31,320.19
2003,Africa,SWZ,Swaziland,,,,,0.00,0.00
2003,Africa,TZA,Tanzania,0.11,0.44,2.29,0.47,0.00,3.31
2003,Africa,TGO,Togo,0.04,0.17,0.69,0.20,0.00,1.10
2003,Africa,TUN,Tunisia,5.73,4.76,4.33,3.79,0.82,19.43
2003,Africa,UGA,Uganda,,,,,0.00,0.00
2003,Africa,ZMB,Zambia,0.11,0.83,0.82,0.19,0.00,1.95
2003,Africa,ZWE,Zimbabwe,4.59,2.04,1.38,1.87,0.00,9.88
2003,Asia,AFG,Afghanistan,,,,,0.00,0.00
2003,Asia,BHR,Bahrain,15.65,2.04,1.93,0.21,0.00,19.83
2003,Asia,BGD,Bangladesh,11.53,9.97,3.89,6.72,0.00,32.11
2003,Asia,BTN,Bhutan,,,,,0.00,0.00
2003,Asia,BRN,Brunei,4.14,0.14,0.91,0.06,0.00,5.25
2003,Asia,KHM,Cambodia,0.60,0.10,1.35,0.32,0.00,2.37
2003,Asia,CHN,China,2149.79,1327.84,324.03,374.96,0.00,4176.62
2003,Asia,IND,India,606.63,221.79,98.50,124.82,2.39,1054.13
2003,Asia,IDN,Indonesia,120.26,91.66,71.93,41.35,8.91,334.11
2003,Asia,IRN,Iran,106.75,54.31,90.50,108.78,22.22,382.56
2003,Asia,IRQ,Iraq,31.87,8.87,24.37,9.59,1.82,76.52
2003,Asia,ISR,Israel,40.33,1.73,9.96,8.77,0.00,60.79
2003,Asia,JPN,Japan,506.19,252.67,250.59,190.70,0.00,1200.15
2003,Asia,JOR,Jordan,6.10,2.17,3.79,2.84,0.00,14.90
2003,Asia,KAZ,Kazakhstan,91.94,26.96,8.57,7.63,0.73,135.83
2003,Asia,PRK,"Korea, Dem. Rep. (North)",11.44,42.92,1.52,13.24,0.00,69.12
2003,Asia,KOR,"Korea, Rep. (South)",193.04,97.78,88.12,69.96,0.00,448.90
2003,Asia,KWT,Kuwait,37.36,14.11,7.01,0.36,2.00,60.84
2003,Asia,KGZ,Kyrgyzstan,1.65,1.66,0.93,0.97,0.00,5.21
2003,Asia,LAO,Laos,,,,,0.00,0.00
2003,Asia,LBN,Lebanon,8.54,1.69,3.96,0.93,0.00,15.12
2003,Asia,MWI,Malawi,,,,,0.00,0.00
2003,Asia,MYS,Malaysia,60.63,33.96,36.63,3.97,3.30,138.49
2003,Asia,MDV,Maldives,,,,,0.00,0.00
2003,Asia,MNG,Mongolia,6.37,0.69,0.99,1.06,0.00,9.11
2003,Asia,MMR,Myanmar,3.14,2.69,3.84,0.70,0.37,10.74
2003,Asia,NPL,Nepal,0.00,0.76,0.78,1.33,0.00,2.87
2003,Asia,OMN,Oman,15.36,5.03,3.07,1.90,1.46,26.82
2003,Asia,PAK,Pakistan,31.48,33.65,28.45,12.20,0.00,105.78
2003,Asia,PHL,Philippines,26.56,9.81,25.50,6.34,0.36,68.57
2003,Asia,QAT,Qatar,17.86,9.39,3.33,0.14,0.55,31.27
2003,Asia,RUS,Russian Federation,943.88,192.06,205.80,176.14,9.65,1527.53
2003,Asia,SAU,Saudi Arabia,131.63,64.73,67.98,3.59,0.22,268.15
2003,Asia,SGP,Singapore,28.21,8.22,5.25,0.60,0.00,42.28
2003,Asia,LKA,Sri Lanka,3.92,1.18,5.60,1.13,0.00,11.83
2003,Asia,SDN,Sudan,2.35,0.86,3.75,1.02,0.00,7.98
2003,Asia,SYR,Syria,20.14,7.39,7.78,6.56,0.51,42.38
2003,Asia,TJK,Tajikistan,0.50,0.00,0.10,1.48,0.00,2.08
2003,Asia,THA,Thailand,72.27,49.80,50.67,14.82,0.00,187.56
2003,Asia,TUR,Turkey,71.18,60.19,35.17,35.58,0.00,202.12
2003,Asia,TKM,Turkmenistan,16.45,2.45,6.44,18.75,0.00,44.09
2003,Asia,ARE,United Arab Emirates,41.73,38.68,20.65,0.12,1.77,102.95
2003,Asia,UZB,Uzbekistan,41.90,20.27,10.67,45.77,0.00,118.61
2003,Asia,VNM,Vietnam,15.59,20.63,15.49,9.09,0.54,61.34
2003,Asia,YEM,Yemen,4.67,2.36,4.98,4.67,0.00,16.68
2003,Europe,ALB,Albania,0.36,0.54,1.90,1.03,0.00,3.83
2003,Europe,ARM,Armenia,0.87,0.98,0.58,0.82,0.00,3.25
2003,Europe,AUT,Austria,23.60,11.70,23.35,13.91,0.00,72.56
2003,Europe,AZE,Azerbaijan,16.21,2.98,3.17,5.98,5.94,34.28
2003,Europe,BLR,Belarus,33.97,12.91,6.77,6.86,0.00,60.51
2003,Europe,BEL,Belgium,30.40,31.81,25.94,32.06,0.00,120.21
2003,Europe,BIH,Bosnia & Herzegovina,10.17,0.41,2.03,1.71,0.00,14.32
2003,Europe,BGR,Bulgaria,29.00,8.68,6.35,2.52,0.00,46.55
2003,Europe,HRV,Croatia,8.22,3.63,5.19,3.89,0.00,20.93
2003,Europe,CYP,Cyprus,3.50,1.36,1.87,0.26,0.00,6.99
2003,Europe,CZE,Czech Republic,68.22,22.65,15.19,15.95,0.00,122.01
2003,Europe,DNK,Denmark,32.70,5.25,12.60,6.73,0.48,57.76
2003,Europe,EST,Estonia,12.66,1.15,1.98,0.77,0.00,16.56
2003,Europe,FIN,Finland,41.28,10.98,12.15,6.68,0.00,71.09
2003,Europe,FRA,France,68.05,81.98,132.05,103.04,0.00,385.12
2003,Europe,GEO,Georgia,0.83,0.48,1.23,0.58,0.00,3.12
2003,Europe,DEU,Germany,378.21,118.27,162.47,172.40,2.34,833.69
2003,Europe,GRC,Greece,48.57,10.24,20.86,14.05,0.00,93.72
2003,Europe,HUN,Hungary,23.40,6.69,10.38,16.79,0.04,57.30
2003,Europe,ISL,Iceland,0.01,0.76,0.63,0.78,0.00,2.18
2003,Europe,IRL,Ireland,15.36,5.25,11.08,10.09,0.00,41.78
2003,Europe,ITA,Italy,163.62,84.56,120.96,82.44,0.00,451.58
2003,Europe,JAM,Jamaica,5.88,1.93,2.04,0.35,0.00,10.20
2003,Europe,LVA,Latvia,2.42,1.09,2.74,1.18,0.00,7.43
2003,Europe,LTU,Lithuania,5.32,2.18,3.49,1.08,0.00,12.07
2003,Europe,LUX,Luxembourg,1.16,1.07,5.80,1.73,0.00,9.76
2003,Europe,MKD,"Macedonia, FYR",6.00,1.10,0.99,0.61,0.00,8.70
2003,Europe,MLT,Malta,2.12,0.00,0.36,0.10,0.00,2.58
2003,Europe,MDA,Moldova,4.17,0.56,0.84,1.91,0.00,7.48
2003,Europe,MNE,Montenegro,,,,,,0.00
2003,Europe,NLD,Netherlands,73.04,38.10,33.73,38.52,0.09,183.48
2003,Europe,NOR,Norway,11.81,8.60,12.51,4.16,1.15,38.23
2003,Europe,POL,Poland,172.84,42.23,28.31,46.87,0.00,290.25
2003,Europe,PRT,Portugal,22.89,10.50,19.32,5.61,0.00,58.32
2003,Europe,ROU,Romania,53.54,21.43,12.38,9.68,0.00,97.03
2003,Europe,SRB,Serbia,34.07,8.18,4.87,4.60,,51.72
2003,Europe,SVK,Slovakia,16.78,10.18,5.58,5.91,0.01,38.46
2003,Europe,SVN,Slovenia,6.06,2.49,3.82,2.76,0.00,15.13
2003,Europe,ESP,Spain,111.18,64.51,100.59,33.41,0.00,309.69
2003,Europe,SWE,Sweden,13.06,13.21,21.70,7.14,0.00,55.11
2003,Europe,CHE,Switzerland,3.44,6.13,16.27,17.93,0.00,43.77
2003,Europe,UKR,Ukraine,152.73,97.71,28.91,50.41,0.00,329.76
2003,Europe,GBR,United Kingdom,237.83,68.00,123.81,104.69,2.76,537.09
2003,North America,ATG,Antigua & Barbuda,,,,,0.00,0.00
2003,North America,BHS,"Bahamas, The",,,,,0.00,0.00
2003,North America,BRB,Barbados,,,,,0.00,0.00
2003,North America,BLZ,Belize,,,,,0.00,0.00
2003,North America,CAN,Canada,203.33,93.40,151.93,100.23,3.87,552.76
2003,North America,CRI,Costa Rica,0.23,0.97,3.55,0.55,0.00,5.30
2003,North America,DMA,Dominica,,,,,0.00,0.00
2003,North America,DOM,Dominican Republic,8.68,1.69,5.03,1.06,0.00,16.46
2003,North America,GRD,Grenada,,,,,0.00,0.00
2003,North America,GTM,Guatemala,3.11,0.94,4.84,0.64,0.00,9.53
2003,North America,HTI,Haiti,0.17,0.44,0.79,0.24,0.00,1.64
2003,North America,HND,Honduras,1.60,0.82,2.27,1.49,0.00,6.18
2003,North America,MEX,Mexico,162.35,53.34,116.06,31.43,5.76,368.94
2003,North America,NIC,Nicaragua,1.60,0.63,1.51,0.22,0.00,3.96
2003,North America,PAN,Panama,1.99,0.26,2.46,0.50,0.00,5.21
2003,North America,KNA,Saint Kitts & Nevis,,,,,0.00,0.00
2003,North America,LCA,Saint Lucia,,,,,0.00,0.00
2003,North America,VCT,Saint Vincent & Grenadines,,,,,0.00,0.00
2003,North America,TTO,Trinidad & Tobago,10.48,12.84,1.67,0.45,0.00,25.44
2003,North America,USA,United States,2673.50,611.75,1749.36,646.44,5.51,5686.56
2003,Oceania,AUS,Australia,211.79,48.52,75.63,17.77,0.43,354.14
2003,Oceania,COK,Cook Islands,,,,,0.00,0.00
2003,Oceania,GNQ,Equatorial Guinea,,,,,2.18,2.18
2003,Oceania,FJI,Fiji,,,,,0.00,0.00
2003,Oceania,GIN,Guinea,,,,,0.00,0.00
2003,Oceania,GNB,Guinea-Bissau,,,,,0.00,0.00
2003,Oceania,NRU,Nauru,,,,,0.00,0.00
2003,Oceania,NZL,New Zealand,10.05,7.13,13.02,3.34,0.05,33.59
2003,Oceania,NIU,Niue,,,,,0.00,0.00
2003,Oceania,PLW,Palau,,,,,,0.00
2003,Oceania,PNG,Papua New Guinea,,,,,0.00,0.00
2003,Oceania,WSM,Samoa,,,,,0.00,0.00
2003,Oceania,SLB,Solomon Islands,,,,,0.00,0.00
2003,Oceania,TON,Tonga,,,,,0.00,0.00
2003,Oceania,VUT,Vanuatu,,,,,0.00,0.00
2003,South America,ARG,Argentina,40.38,32.31,34.65,26.77,2.00,136.11
2003,South America,BOL,Bolivia,2.28,0.97,3.08,1.63,0.56,8.52
2003,South America,BRA,Brazil,50.44,92.01,126.07,34.30,2.95,305.77
2003,South America,CHL,Chile,17.18,15.40,16.16,4.25,0.18,53.17
2003,South America,COL,Colombia,13.65,18.97,17.58,6.33,0.81,57.34
2003,South America,CUB,Cuba,13.34,6.08,1.93,3.47,0.18,25.00
2003,South America,ECU,Ecuador,4.54,4.56,8.95,2.77,1.88,22.70
2003,South America,SLV,El Salvador,1.52,1.23,2.66,0.51,0.00,5.92
2003,South America,GUY,Guyana,,,,,0.00,0.00
2003,South America,PRY,Paraguay,0.00,0.16,3.34,0.18,0.00,3.68
2003,South America,PER,Peru,4.88,7.25,9.28,3.72,0.31,25.44
2003,South America,SUR,Suriname,,,,,0.00,0.00
2003,South America,URY,Uruguay,0.29,0.73,2.10,1.08,0.00,4.20
2003,South America,VEN,Venezuela,49.10,32.64,35.96,5.40,6.42,129.52
2004,Africa,DZA,Algeria,31.68,9.94,21.81,11.43,6.64,81.50
2004,Africa,AGO,Angola,0.89,2.52,3.11,1.29,11.29,19.10
2004,Africa,BEN,Benin,0.06,0.15,1.39,0.82,0.00,2.42
2004,Africa,BWA,Botswana,1.58,0.64,1.45,0.25,0.00,3.92
2004,Africa,BFA,Burkina Faso,,,,,0.00,0.00
2004,Africa,BDI,Burundi,,,,,0.00,0.00
2004,Africa,CMR,Cameroon,0.11,0.22,2.14,0.53,3.09,6.09
2004,Africa,CPV,Cape Verde,,,,,0.00,0.00
2004,Africa,CAF,Central African Republic,,,,,0.00,0.00
2004,Africa,TCD,Chad,,,,,0.00,0.00
2004,Africa,COM,Comoros,,,,,0.00,0.00
2004,Africa,COG,"Congo, Dem. Rep.",0.01,0.12,0.89,0.00,0.00,1.02
2004,Africa,COD,"Congo, Rep.",0.04,0.05,0.67,0.01,2.09,2.86
2004,Africa,CIV,Cote d'Ivoire,2.33,0.57,1.13,1.39,0.00,5.42
2004,Africa,DJI,Djibouti,,,,,0.00,0.00
2004,Africa,EGY,Egypt,58.75,29.09,31.02,14.25,1.46,134.57
2004,Africa,ERI,Eritrea,0.28,0.04,0.25,0.09,0.00,0.66
2004,Africa,ETH,Ethiopia,0.02,1.20,2.31,1.33,0.00,4.86
2004,Africa,GAB,Gabon,0.52,0.35,0.37,0.18,2.91,4.33
2004,Africa,GMB,"Gambia, The",,,,,0.00,0.00
2004,Africa,GHA,Ghana,0.67,1.03,3.61,0.70,0.00,6.01
2004,Africa,KEN,Kenya,1.45,1.70,2.69,0.91,0.00,6.75
2004,Africa,KIR,Kiribati,,,,,0.00,0.00
2004,Africa,LSO,Lesotho,,,,,0.00,0.00
2004,Africa,LBR,Liberia,,,,,0.00,0.00
2004,Africa,LBY,Libya,23.98,6.25,12.26,2.44,1.64,46.57
2004,Africa,MDG,Madagascar,,,,,0.00,0.00
2004,Africa,MLI,Mali,,,,,0.00,0.00
2004,Africa,MRT,Mauritania,,,,,0.00,0.00
2004,Africa,MUS,Mauritius,1.37,0.36,0.82,0.18,0.00,2.73
2004,Africa,MAR,Morocco,15.69,5.40,9.69,5.57,0.00,36.35
2004,Africa,MOZ,Mozambique,0.04,0.32,1.12,0.21,0.00,1.69
2004,Africa,NAM,Namibia,0.01,0.24,1.30,0.78,0.00,2.33
2004,Africa,NER,Niger,,,,,0.00,0.00
2004,Africa,NGA,Nigeria,15.45,7.90,29.29,3.23,33.68,89.55
2004,Africa,RWA,Rwanda,,,,,0.00,0.00
2004,Africa,STP,Sao Tome & Principe,,,,,0.00,0.00
